,Time (s),x=0.00m,x=0.02m,x=0.04m,x=0.06m,x=0.08m,x=0.10m,x=0.12m,x=0.14m,x=0.16m,x=0.18m,x=0.20m,x=0.22m,x=0.24m,x=0.26m,x=0.28m,x=0.30m,x=0.32m,x=0.34m,x=0.36m,x=0.38m,x=0.40m,x=0.42m,x=0.44m,x=0.46m,x=0.48m,x=0.50m,x=0.52m,x=0.54m,x=0.56m,x=0.58m,x=0.60m,x=0.62m,x=0.64m,x=0.66m,x=0.68m,x=0.70m,x=0.72m,x=0.74m,x=0.76m,x=0.78m,x=0.80m,x=0.82m,x=0.84m,x=0.86m,x=0.88m,x=0.90m,x=0.92m,x=0.94m,x=0.96m,x=0.98m,x=1.00m
10,0.5,0.0,0.14041611602333412,0.24717848667686304,0.32638284333781126,0.38365347552016743,0.4239757034779071,0.45159548973829805,0.469988309639406,0.4818889676985418,0.4893668986183284,0.49392853058266034,0.49662920029356344,0.49818072585412226,0.4990455785508565,0.49951332711634355,0.49975879200857165,0.4998837940247797,0.49994557586166855,0.4999752176551845,0.4999890261540146,0.4999952734560068,0.49999801893971507,0.4999991904202473,0.4999996734360318,0.49999985908327466,0.4999999067950319,0.49999985908327466,0.4999996734360318,0.4999991904202473,0.49999801893971507,0.4999952734560068,0.4999890261540146,0.4999752176551845,0.49994557586166855,0.4998837940247797,0.49975879200857165,0.49951332711634355,0.4990455785508565,0.49818072585412226,0.49662920029356344,0.49392853058266034,0.4893668986183284,0.4818889676985418,0.469988309639406,0.45159548973829805,0.4239757034779071,0.3836534755201675,0.3263828433378113,0.2471784866768631,0.14041611602333415,0.0
11,0.55,0.0,0.14816570147304037,0.26238552070164417,0.34849604665490747,0.4119222128726071,0.45752578722894427,0.48950836375987694,0.511372031204074,0.5259327285219333,0.5353752369530137,0.5413356253485437,0.5449967659414848,0.5471846257622006,0.5484564330378696,0.5491755297372658,0.5495709946961224,0.5497825365600902,0.5498926105834403,0.5499483321295189,0.549975777815128,0.549988933157246,0.5499950695853798,0.5499978526949233,0.5499990721051333,0.5499995672493806,0.549999699110312,0.5499995672493806,0.5499990721051333,0.5499978526949233,0.5499950695853798,0.549988933157246,0.549975777815128,0.5499483321295189,0.5498926105834403,0.5497825365600902,0.5495709946961224,0.5491755297372658,0.5484564330378696,0.5471846257622006,0.5449967659414848,0.5413356253485437,0.5353752369530137,0.5259327285219333,0.511372031204074,0.48950836375987694,0.4575257872289443,0.41192221287260716,0.3484960466549075,0.2623855207016442,0.1481657014730404,0.0
12,0.6,0.0,0.15557361378988221,0.27694615680680873,0.3697253687940173,0.43915548734069704,0.48997958807363656,0.5263468640373673,0.5517684658145435,0.569119056061783,0.580676131577368,0.5881861404451844,0.5929456201972059,0.5958866667124791,0.5976583715092955,0.5986987134911873,0.5992941380210242,0.5996262876693097,0.5998068827450593,0.5999025948754123,0.5999520431919921,0.5999769482143409,0.599989174882664,0.5999950175335923,0.5999977130707884,0.5999988589093996,0.5999991730233312,0.5999988589093996,0.5999977130707884,0.5999950175335923,0.599989174882664,0.5999769482143409,0.5999520431919921,0.5999025948754123,0.5998068827450593,0.5996262876693097,0.5992941380210242,0.5986987134911873,0.5976583715092955,0.5958866667124791,0.5929456201972059,0.5881861404451844,0.580676131577368,0.569119056061783,0.5517684658145435,0.5263468640373673,0.48997958807363656,0.4391554873406971,0.36972536879401735,0.2769461568068088,0.15557361378988224,0.0
13,0.65,0.0,0.1626814119094796,0.29093632911222295,0.39016848998118,0.46545758683504634,0.5214336113129657,0.5621887576874683,0.591230623837394,0.6114752637046824,0.6252743569284449,0.6344679625138939,0.6404532187599582,0.6442597825484916,0.6466243532333806,0.6480587763557006,0.6489084747903984,0.6493999365356503,0.6496774875851167,0.6498305359122639,0.6499129417327757,0.6499562651294963,0.6499784969961053,0.6499896109316277,0.6499949699818807,0.6499973375381889,0.6499980022361886,0.6499973375381889,0.6499949699818807,0.6499896109316277,0.6499784969961053,0.6499562651294963,0.6499129417327757,0.6498305359122639,0.6496774875851167,0.6493999365356503,0.6489084747903984,0.6480587763557006,0.6466243532333806,0.6442597825484916,0.6404532187599582,0.6344679625138939,0.6252743569284449,0.6114752637046824,0.591230623837394,0.5621887576874683,0.5214336113129657,0.4654575868350464,0.39016848998118003,0.290936329112223,0.16268141190947963,0.0
14,0.7000000000000001,0.0,0.16952285717883242,0.3044181910532604,0.40990641251463955,0.4909166938407077,0.5519717627254633,0.5971044574939502,0.6298097247540351,0.653031535125238,0.6691805794581238,0.6801760760601413,0.6875037864631788,0.6922823491076203,0.6953310335260685,0.6972336165977425,0.6983948998404804,0.699088101472969,0.6994927571923638,0.6997237536687747,0.6998527000285911,0.6999230804865694,0.6999606207442554,0.6999801384706991,0.6999899148860866,0.699994377356698,0.6999956553238075,0.699994377356698,0.6999899148860866,0.6999801384706991,0.6999606207442554,0.6999230804865694,0.6998527000285911,0.6997237536687747,0.6994927571923638,0.699088101472969,0.6983948998404804,0.6972336165977425,0.6953310335260685,0.6922823491076203,0.6875037864631788,0.6801760760601413,0.6691805794581238,0.653031535125238,0.6298097247540351,0.5971044574939502,0.5519717627254633,0.4909166938407077,0.40990641251463955,0.3044181910532604,0.16952285717883242,0.0
15,0.75,0.0,0.17612581958198578,0.3174433781900173,0.42900717475615735,0.5156080962953441,0.5816673501767403,0.6311575353645916,0.6675543835019124,0.6938192537500574,0.7124094087656498,0.7253108358489719,0.7340871168466461,0.7399375984902138,0.7437587081486939,0.7462034306163101,0.7477354100577058,0.74867559893889,0.7492406452294398,0.7495731791426088,0.7497647997326016,0.7498728980850089,0.7499325506852059,0.7499646486875277,0.7499812659202206,0.7499890653126554,0.7499913364550562,0.7499890653126554,0.7499812659202206,0.7499646486875277,0.7499325506852059,0.7498728980850089,0.7497647997326016,0.7495731791426088,0.7492406452294398,0.74867559893889,0.7477354100577058,0.7462034306163101,0.7437587081486939,0.7399375984902138,0.7340871168466461,0.7253108358489719,0.7124094087656498,0.6938192537500574,0.6675543835019124,0.6311575353645916,0.5816673501767403,0.5156080962953441,0.42900717475615735,0.3174433781900173,0.17612581958198578,0.0
16,0.8,0.0,0.18251362369080415,0.33005534114227153,0.4475285702088049,0.5395966391080016,0.6105847517335145,0.6644053562740965,0.7045102535647648,0.7338699286424104,0.7549779910363601,0.769876598365733,0.7801975067384372,0.7872129788534982,0.7918910896346572,0.7949508098843316,0.7969133909432724,0.7981477966697594,0.7989090566796836,0.7993693325533237,0.7996421460297188,0.7998006170946474,0.7998907377274076,0.799940718669396,0.7999673490263359,0.7999801511136365,0.7999839320178143,0.7999801511136365,0.7999673490263359,0.799940718669396,0.7998907377274076,0.7998006170946474,0.7996421460297188,0.7993693325533237,0.7989090566796836,0.7981477966697594,0.7969133909432724,0.7949508098843316,0.7918910896346572,0.7872129788534982,0.7801975067384372,0.769876598365733,0.7549779910363601,0.7338699286424104,0.7045102535647648,0.6644053562740965,0.6105847517335145,0.5395966391080016,0.4475285702088049,0.33005534114227153,0.18251362369080415,0.0
17,0.85,0.0,0.1887060233427103,0.3422910531137009,0.4655201775971322,0.5629386184677806,0.6387807935665641,0.696899727377414,0.7407199342425151,0.7732145166611049,0.7969050015311522,0.8138806553268131,0.8258328480123335,0.83409953049527,0.8397149985866319,0.8434607044054656,0.8459137683303086,0.8474908611333678,0.8484861129872084,0.8491025538207094,0.8494772377220212,0.8497006370608022,0.8498311274057827,0.8499054596159628,0.849946075370268,0.8499660091847401,0.8499719677090585,0.8499660091847401,0.849946075370268,0.8499054596159628,0.8498311274057827,0.8497006370608022,0.8494772377220212,0.8491025538207094,0.8484861129872084,0.8474908611333678,0.8459137683303086,0.8434607044054656,0.8397149985866319,0.83409953049527,0.8258328480123335,0.8138806553268131,0.7969050015311522,0.7732145166611049,0.7407199342425151,0.696899727377414,0.6387807935665641,0.5629386184677806,0.4655201775971322,0.3422910531137009,0.1887060233427103,0.0
18,0.9,0.0,0.1947199230280564,0.3541822853258181,0.48302490312720925,0.5856832628382822,0.6663058856034958,0.7286875132176226,0.7762230273573908,0.811883007590637,0.8382099275573714,0.8573324108703004,0.870993871759426,0.8805913131814068,0.8872200229226754,0.8917203035412791,0.8947230612060354,0.8966919163280367,0.8979603534651021,0.8987631977454397,0.899262326221505,0.8995669682131233,0.8997492219203385,0.8998555386496627,0.8999149342341434,0.8999446145320552,0.8999535788173414,0.8999446145320552,0.8999149342341434,0.8998555386496627,0.8997492219203385,0.8995669682131233,0.899262326221505,0.8987631977454397,0.8979603534651021,0.8966919163280367,0.8947230612060354,0.8917203035412791,0.8872200229226754,0.8805913131814068,0.870993871759426,0.8573324108703004,0.8382099275573714,0.811883007590637,0.7762230273573908,0.7286875132176226,0.6663058856034958,0.5856832628382822,0.48302490312720925,0.35418228532581814,0.1947199230280564,0.0
19,0.9500000000000001,0.0,0.20056992206819307,0.36575657684363116,0.5000801704614656,0.6078739038053929,0.6932049587522979,0.7598111966762718,0.811056274829918,0.8499041835417446,0.87891256182044,0.9002427508786432,0.9156835287027277,0.926684898761073,0.9343981770150861,0.9397188703950484,0.9433293655602195,0.945739132286766,0.9473208794242628,0.9483417913705481,0.9489895561241909,0.9493933387380709,0.9496401491286275,0.9497872127250406,0.9498709998579254,0.9499135328197484,0.9499264946550796,0.9499135328197484,0.9498709998579254,0.9497872127250406,0.9496401491286275,0.9493933387380709,0.9489895561241909,0.9483417913705481,0.9473208794242628,0.945739132286766,0.9433293655602195,0.9397188703950484,0.9343981770150861,0.926684898761073,0.9156835287027277,0.9002427508786432,0.87891256182044,0.8499041835417446,0.811056274829918,0.7598111966762718,0.6932049587522979,0.6078739038053927,0.5000801704614656,0.3657565768436312,0.20056992206819307,0.0
20,1.0,0.0,0.20626873204931526,0.37703798374408537,0.5167188517301825,0.6295489114822497,0.7195182408783183,0.7903093798160834,0.8452537361873893,0.8873054934751933,0.919032647822827,0.9426235618403513,0.9599064862088172,0.9723789315307997,0.9812435787002929,0.9874475543826796,0.9917222925881557,0.9946217602181471,0.9965574498033626,0.997829155080956,0.9986510841111372,0.9991732936589806,0.9994987332128084,0.9996963707005727,0.9998109499771558,0.9998699237098148,0.9998880366718256,0.9998699237098148,0.9998109499771558,0.9996963707005727,0.9994987332128084,0.9991732936589806,0.9986510841111372,0.997829155080956,0.9965574498033626,0.9946217602181471,0.9917222925881557,0.9874475543826796,0.9812435787002929,0.9723789315307997,0.9599064862088172,0.9426235618403513,0.919032647822827,0.8873054934751933,0.8452537361873892,0.7903093798160833,0.7195182408783182,0.6295489114822496,0.5167188517301824,0.3770379837440853,0.20626873204931523,0.0
21,1.05,0.0,0.2118275018249954,0.38804766602070306,0.532970005112032,0.6507424491628071,0.7452819020339573,0.8202172258504079,0.8788469817294818,0.9241130032806294,0.9585896350697422,0.9844873652550439,1.0036687225768555,1.017673752827977,1.0277521532233935,1.0348991980892188,1.0398928786535027,1.0433301286767864,1.0456605374773127,1.0472164912062694,1.0482391757079466,1.048900282382661,1.0493195632755146,1.0495785801805557,1.049731093522466,1.0498105557066104,1.0498351287947358,1.0498105557066104,1.049731093522466,1.0495785801805557,1.0493195632755146,1.048900282382661,1.0482391757079466,1.0472164912062694,1.0456605374773127,1.0433301286767867,1.0398928786535027,1.0348991980892188,1.0277521532233935,1.017673752827977,1.0036687225768555,0.9844873652550439,0.9585896350697422,0.9241130032806294,0.8788469817294817,0.8202172258504078,0.7452819020339572,0.650742449162807,0.5329700051120319,0.388047666020703,0.21182750182499538,0.0
22,1.1,0.0,0.21725607393455804,0.39880435319780794,0.5488594658282391,0.6714850877173418,0.770528593559248,0.8495668466812113,0.9118652871866401,0.9603513948552943,0.9976025135443238,1.0258470409619171,1.0469772012352496,1.0625710836051865,1.0739213676934756,1.0820681484687118,1.0878334795670508,1.0918556123947432,1.0946213547907264,1.0964954448383248,1.0977462811621135,1.0985677337455693,1.09909705744189,1.099429136394628,1.099627404974144,1.0997318303388066,1.099764317978432,1.0997318303388066,1.099627404974144,1.099429136394628,1.09909705744189,1.0985677337455693,1.0977462811621135,1.0964954448383248,1.0946213547907264,1.0918556123947434,1.0878334795670508,1.0820681484687118,1.0739213676934756,1.0625710836051863,1.0469772012352494,1.0258470409619171,0.9976025135443237,0.9603513948552942,0.91186528718664,0.8495668466812112,0.7705285935592479,0.6714850877173417,0.548859465828239,0.3988043531978078,0.21725607393455798,0.0
23,1.1500000000000001,0.0,0.22256318933754332,0.4093247179393669,0.5644103245819253,0.6918043100452143,0.7952879007854555,0.8783876416440874,0.9443358218644707,0.996043996318316,1.0360897053628608,1.0667156187680056,1.089839609946332,1.1070737578274257,1.1197499963860487,1.1289500782994009,1.1355376579754737,1.140190582849647,1.143431855770332,1.1456581417359304,1.1471650926388561,1.1481691185910305,1.148825521084755,1.1492431110315884,1.149495563082295,1.1496298134072114,1.149671802724716,1.1496298134072114,1.149495563082295,1.1492431110315884,1.148825521084755,1.1481691185910305,1.1471650926388561,1.1456581417359304,1.1434318557703322,1.140190582849647,1.1355376579754737,1.1289500782994009,1.1197499963860487,1.1070737578274257,1.089839609946332,1.0667156187680056,1.0360897053628608,0.9960439963183159,0.9443358218644706,0.8783876416440873,0.7952879007854554,0.6918043100452141,0.5644103245819252,0.4093247179393668,0.22256318933754327,0.0
24,1.2,0.0,0.2277566526528552,0.41962367893377955,0.5796433185325722,0.7117249285245768,0.8195867251257679,0.9067065932771875,0.9762838260172154,1.031212831332232,1.0740689976035724,1.1071061224890895,1.1322641525812387,1.1511854995941861,1.1652379154247492,1.1755418210359116,1.1830000698366632,1.188328347462068,1.1920847212450116,1.1946972079030223,1.196488585335847,1.1976980006479814,1.1984991985511715,1.1990153995189738,1.1993309919784043,1.19950027113163,1.1995534673576262,1.19950027113163,1.1993309919784043,1.1990153995189738,1.1984991985511715,1.1976980006479814,1.196488585335847,1.1946972079030223,1.1920847212450119,1.1883283474620683,1.1830000698366632,1.1755418210359116,1.1652379154247492,1.1511854995941861,1.1322641525812387,1.1071061224890895,1.0740689976035724,1.031212831332232,0.9762838260172154,0.9067065932771875,0.8195867251257678,0.7117249285245767,0.5796433185325721,0.4196236789337795,0.22775665265285513,0.0
25,1.25,0.0,0.23284346683306043,0.4297146487538013,0.5945771535539317,0.7312694329956438,0.8434496081902886,0.9345485256201582,1.0077327754652947,1.06587867944317,1.1115575046846689,1.1470314541979436,1.1742593832527344,1.1949107374239427,1.2103859244652684,1.2218412203978022,1.23021635390122,1.2362630825367331,1.240573331919881,1.243605774917413,1.2457100451696672,1.2471480768822067,1.248112318292173,1.248740765716803,1.2491289030537376,1.2493387092604349,1.2494049200224933,1.2493387092604349,1.2491289030537376,1.248740765716803,1.248112318292173,1.2471480768822067,1.2457100451696672,1.243605774917413,1.2405733319198813,1.2362630825367333,1.2302163539012203,1.2218412203978024,1.2103859244652684,1.1949107374239427,1.1742593832527344,1.1470314541979436,1.1115575046846689,1.06587867944317,1.0077327754652947,0.9345485256201581,0.8434496081902886,0.7312694329956437,0.5945771535539316,0.4297146487538012,0.2328434668330604,0.0
26,1.3,0.0,0.23782994391150772,0.43960973843221834,0.6092287719589997,0.7504582828140937,0.8668990080696171,0.9619363300297435,1.0387045328315354,1.1000611420237616,1.148571651831224,1.1865043093114325,1.2158340745069118,1.238254449870737,1.2551955926379126,1.2678469948974276,1.2771830266478,1.2839897636586501,1.2888917333944157,1.292377474495763,1.2948230855340472,1.296513208658137,1.2976591316343533,1.2984138833719798,1.2988843363233296,1.2991404134986515,1.2992215326471892,1.2991404134986515,1.2988843363233296,1.2984138833719798,1.2976591316343533,1.296513208658137,1.2948230855340472,1.292377474495763,1.2888917333944157,1.2839897636586501,1.2771830266478,1.2678469948974278,1.2551955926379128,1.2382544498707373,1.2158340745069118,1.1865043093114325,1.148571651831224,1.1000611420237616,1.0387045328315352,0.9619363300297434,0.8668990080696171,0.7504582828140937,0.6092287719589996,0.43960973843221823,0.23782994391150766,0.0
27,1.35,0.0,0.242721796820585,0.44931992764376893,0.6236135765449079,0.7693101535194792,0.8899555359599259,0.9888911629168721,1.0692194855652983,1.133778710223132,1.185127173461655,1.2255371153237933,1.2569971128723467,1.2812220374188492,1.2996691259562427,1.31355861682317,1.3238973840856314,1.331504096171549,1.3370345962134333,1.3410064251888612,1.3438216553700952,1.3457874450654255,1.3471339456309221,1.3480293739690206,1.348592200308111,1.348900489919194,1.3489984814072544,1.348900489919194,1.348592200308111,1.3480293739690206,1.3471339456309221,1.3457874450654255,1.3438216553700952,1.3410064251888612,1.3370345962134333,1.331504096171549,1.3238973840856314,1.31355861682317,1.2996691259562427,1.2812220374188492,1.2569971128723467,1.2255371153237933,1.185127173461655,1.133778710223132,1.0692194855652983,0.988891162916872,0.8899555359599259,0.7693101535194791,0.6236135765449078,0.4493199276437688,0.24272179682058498,0.0
28,1.4000000000000001,0.0,0.24752421609017966,0.45885520730310564,0.6377456193495085,0.7878421464042055,0.9126381597422994,1.0154326192391316,1.099296671368406,1.1670488325716641,1.2212391219897827,1.264141988659216,1.2977574163761243,1.3238192163435636,1.3438092535261195,1.3589762048052134,1.3703574111235786,1.3788024475435854,1.384997173294636,1.3894872135541245,1.3927000404858347,1.3949650396904028,1.3965311505316387,1.3975818408270644,1.398247309740574,1.3986139043183894,1.3987307865387415,1.3986139043183894,1.398247309740574,1.3975818408270644,1.3965311505316387,1.3949650396904028,1.3927000404858347,1.3894872135541245,1.384997173294636,1.3788024475435854,1.3703574111235786,1.3589762048052134,1.3438092535261195,1.3238192163435636,1.2977574163761243,1.264141988659216,1.2212391219897827,1.167048832571664,1.0992966713684058,1.0154326192391314,0.9126381597422993,0.7878421464042055,0.6377456193495084,0.45885520730310553,0.2475242160901796,0.0
